subject_id,cost_go_error,cost_go_missing,cost_stop_error,cost_time,inv_temp,q_d,q_d_n,q_s,q_s_n,rate_stop_trial
INV0A4ZDYNL,1.0,1.0,1.7511471399732172,0.001,72.68184114265442,0.842722782611847,0.8580330095216632,0.773925663203001,0.051775100828916,0.1666666666666666
INV0A86UD86,1.0,1.0,0.7126293275593726,0.001,67.48318859481812,0.6843849959671497,0.6516689551502641,0.8065800219476223,0.0569386677133552,0.1666666666666666
INV0A9K5L4R,1.0,1.0,1.5471798914126869,0.001,53.760908619880674,0.7017235251367092,0.5884563418063335,0.8890900288522243,0.0221816427104104,0.1666666666666666
INV0AHJHA5D,1.0,1.0,1.437648178436673,0.001,58.29797917079925,0.7955530024468899,0.7383460192687343,0.7952944096326828,0.0782301069649147,0.1666666666666666
INV0APJMRD1,1.0,1.0,1.476301047793008,0.001,62.43138172626495,0.8919694404304027,0.8521022294634022,0.6572586923837662,0.0435218354056323,0.1666666666666666
INV0AZFZ65C,1.0,1.0,0.9316378726235504,0.001,51.85562956619263,0.7911219872534275,0.8440992975533008,0.7481552194058895,0.0409483183317242,0.1666666666666666
INV0B7UGM1D,1.0,1.0,1.3914954547325598,0.001,72.19448290634155,0.9195473468601704,0.815869815777056,0.6918426828682422,0.0561472060608075,0.1666666666666666
INV0BAVEL0T,1.0,1.0,1.095163979332524,0.001,58.22802482509613,0.7102036207616329,0.6445418957918883,0.7580055349469185,0.0828003437835577,0.1666666666666666
INV0BVP2PTD,1.0,1.0,1.3841018949438166,0.001,58.08052762889862,0.8524368470311164,0.8336143714338541,0.7943441572785378,0.0268616602745173,0.1666666666666666
INV0BXXNBH4,1.0,1.0,1.5393320475909944,0.001,82.24336679840088,0.7186134401857853,0.329777347213414,0.8614654720127582,0.0209364556200091,0.1666666666666666
INV0C471G23,1.0,1.0,1.639288427759814,0.001,73.07739183807374,0.7083125711381435,0.5270470039080828,0.6615609249174594,0.0622373933876806,0.1666666666666666
INV0C765WK4,1.0,1.0,1.7932489783799332,0.001,27.408757446289066,0.6839282649457454,0.4278602173454128,0.8143707464337349,0.0226079743075861,0.1666666666666666
INV0CBFTKR7,1.0,1.0,1.2790824952782225,0.001,54.64396173763275,0.6492336495220661,0.3604916981692658,0.7431002741456032,0.0293730840795515,0.1666666666666666
INV0CBPKF6W,1.0,1.0,1.7206939217235993,0.001,56.56134280204773,0.8185310340523719,0.5833500523464754,0.8686858142912388,0.0248305301411492,0.1666666666666666
INV0CCVJ39W,1.0,1.0,1.7392793619075482,0.001,23.722820068836214,0.7634393901824951,0.8161953959353269,0.6980554572641849,0.0446042104989974,0.1666666666666666
INV0CFR33F0,1.0,1.0,1.495754417094053,0.001,55.30572625923157,0.72659067851305,0.4575273681431135,0.7682552343904973,0.1949572269031778,0.1666666666666666
INV0CKA3YZX,1.0,1.0,0.811782124826318,0.001,64.011752743721,0.6311412950754166,0.2840565501019446,0.753034125238657,0.0338405149998297,0.1666666666666666
INV0CP9XGTP,1.0,1.0,1.5112463374523863,0.001,53.36102346134186,0.8747958015799523,0.8230487357191741,0.6967813903987408,0.0739950819147197,0.1666666666666666
INV0CRTHE21,1.0,1.0,0.4886332931229488,0.001,90.24406420898435,0.608237725019455,0.6569853543201462,0.7694518263638019,0.0657304768403373,0.1666666666666666
INV0CZBUV4C,1.0,1.0,1.0424394592016792,0.001,93.64748560333253,0.717667108386755,0.7269474453733128,0.6997498383820057,0.0799639895599248,0.1666666666666666
INV0D83M5VE,1.0,1.0,1.7032212349293483,0.001,86.5860329914093,0.8159868586659431,0.8144528999701143,0.8028162793815136,0.065613098116155,0.1666666666666666
INV0DBRJXKG,1.0,1.0,1.2419497420941343,0.001,46.14379814815521,0.8532894961237908,0.8015866107200272,0.66471106544137,0.0432509656673925,0.1666666666666666
INV0DC9BJZK,1.0,1.0,1.797158025836047,0.001,78.87599279212952,0.8423671691119671,0.628403781209141,0.6905047504603863,0.0567215836739233,0.1666666666666666
INV0DG8XR2P,1.0,1.0,1.279652270752362,0.001,64.4761766576767,0.9090818329155446,0.8875080872178077,0.7397961406111717,0.0691276069882328,0.1666666666666666
INV0DJJP33V,1.0,1.0,1.602462404169518,0.001,51.45225682258606,0.8064372698068619,0.8387546202912927,0.837583408266306,0.037497957653326,0.1666666666666666
