index,mean,std,5%,50%,95%,subject_id,subject_year
q_s,0.7558870196342469,0.10651135771446213,0.629995447397232,0.7677007913589478,0.9198628127574919,SUB,024.csv
inv_temp,85.9006561279297,7.26363536337958,76.19821357727051,87.48515319824219,94.7811321258545,SUB,024.csv
cost_stop_error,0.6716437608080936,0.25035388159526084,0.30693533519445726,0.636967662434953,1.0066673017775072,SUB,024.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,024.csv
cost_go_error,1.0,0.0,1.0,1.0,1.0,SUB,024.csv
cost_go_missing,1.0,0.0,1.0,1.0,1.0,SUB,024.csv
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666,SUB,024.csv
q_d_n,0.34694663286209104,0.21880423365030519,0.15285615026950836,0.2553838938474655,0.6977121055126188,SUB,025.csv
q_d,0.7446869194507599,0.13101857861977415,0.5708498120307922,0.7644487023353577,0.9240859150886535,SUB,025.csv
q_s_n,0.38275374555960295,0.3129116696885284,0.04297558977268636,0.267178475856781,0.8098664939403534,SUB,025.csv
q_s,0.7041845738887786,0.1117124837508238,0.6187628358602524,0.6455991864204407,0.9022821962833404,SUB,025.csv
inv_temp,87.7954719543457,8.70998707713076,73.97967643737793,88.66818618774414,98.62931823730469,SUB,025.csv
cost_stop_error,0.488583655815279,0.2147314719593881,0.27843568178674805,0.385123696008671,0.8553271099287261,SUB,025.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,025.csv
cost_go_error,1.0,0.0,1.0,1.0,1.0,SUB,025.csv
cost_go_missing,1.0,0.0,1.0,1.0,1.0,SUB,025.csv
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666,SUB,025.csv
q_d_n,0.48781958818435667,0.13596586723905074,0.34950986206531526,0.4645766168832779,0.6947630703449246,SUB,026.csv
q_d,0.7677885711193084,0.13717921802613287,0.5778244405984878,0.7929885685443878,0.9452020347118377,SUB,026.csv
q_s_n,0.35847614593803884,0.3120355017041555,0.07311601247638463,0.2990797609090805,0.9158438831567762,SUB,026.csv
q_s,0.7644885420799256,0.1113870863173402,0.6200051993131638,0.768328458070755,0.9193454891443251,SUB,026.csv
inv_temp,86.21016387939453,8.62577817982451,72.8773235321045,85.27664566040039,96.99095916748047,SUB,026.csv
cost_stop_error,0.44355695688743024,0.17679067604282941,0.22062968381868756,0.46064100886671955,0.691891139799987,SUB,026.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,026.csv
